index,composition,
5177,RuCl3,0
5178,Ti2RuOs,0
5179,Li4Fe9O18,0
5180,SrPb3,0
5181,Li2U(MoO5)2.2,0
5182,LiSiRh2,0
5183,GdSi2Ru2,0
5184,ZrSbRu,0
5185,DyZnGa,0
5186,SmCo3B2,0
5187,Tb2C3,0
5188,CaPrZn2,0
5189,Pr6Fe13Si,0
5190,Hg3Sb,0
5191,TeMoSe,0
5192,HoB2C2,0
5193,LaP2Ru2,0
5194,Nb17Ir3S40,0
5195,CaOsO3,0
5196,TlNi,0
5197,GaSiRu2,0
5198,LuIr2,0
5199,UAu2,0
5200,Ti2B,0
5201,V2RuOs,0
5202,Nd3Zr,0
5203,Hf2Si,0
5204,Li14Ti21O48,0
5205,Li4WO5,0
5206,ThAl10Fe2,0
5207,TbInIr,0
5208,DySiIr,0
5209,ReCl4,0
5210,Ce3SiPt5,0
5211,NiAgO2,0
5212,CaTi4S8,0
5213,PrErMg2,0
5214,SrCo2P2,0
5215,K11Mn4O16,0
5216,MgCuSb,0
5217,Li3FeS3,0
5218,Ba3ErRu2O9.194,0
5219,Cu4W(SCl)4.139,0
5220,Lu2MgHg,0
5221,Sr2CoReO6.14,0
5222,HfOs2,0
5223,CrMo2S4,0
5224,LiCo7O7F.156,0
5225,SmMgHg2,0
5226,ErCuPb,0
5227,Y2Ge2O7,0
5228,Sc2P3O12,0
5229,BaDy2CuO5.62,0
5230,Li2Sn5,0
5231,Li5Mn2Cu5O12.5,0
5232,GaAs2W,0
5233,Fe4Si2Sn7O16.164,0
5234,Lu3Ga,0
5235,Zr2Te,0
5236,TiFe2As,0
5237,V2O3F3,0
5238,V2NO,0
5239,Ba2YReO6.225,0
5240,Ce5Si3N9,0
5241,Fe2Cu(PO4)3.167,0
5242,BeTcSe,0
5243,V2Si2O7,0
5244,Ca2NiIrO6.14,0
5245,Ti2AlV,0
5246,CeAlSi2,0
5247,Re2RuBr,0
5248,CaGe2,0
5249,Ta6Be15Cu8,0
5250,Tb5Ti5O17,0
5251,Tm2TcCu,0
5252,MgSnRh2,0
5253,Zr2Co21B6,0
5254,SmNiC2,0
5255,V8O,0
5256,WCl3,0
5257,Sm2Mo2O7,0
5258,Li2MnCo3O8.5,0
5259,DyAg,0
5260,Ti9O10,0
5261,Li2MgSn,0
5262,LiHoO3,0
5263,LiCa2In,0
5264,Li4Cu(PO4)2.1,0
5265,Mn2CoGe,0
5266,TbCo2Ge2,0
5267,ThSi,0
5268,CoCu2Sn,0
5269,Tb3Rb2AlF16.194,0
5270,CeMgAg2,0
5271,NaCdSb,0
5272,Li3Cu2O4,0
5273,TmMn6Ge6,0
5274,YbB2Rh3,0
5275,Rb2NaNiF6.225,0
5276,NdCu3(RuO3)4.204,0
5277,Dy2AlCo2,0
5278,Cr4As3,0
5279,AsAu3,0
5280,Lu3InN,0
5281,BaAl2,0
5282,ErCu,0
5283,Fe3N,0
5284,Sr3Li4La5O12.6,0
5285,EuSnAu2,0
5286,VSb,0
5287,LiMgSnPd.216,0
5288,Fe2S,0
5289,Ho3P,0
5290,PmMgAu2,0
5291,SbPt3,0
5292,NaTa3,0
5293,Cd2AgRh,0
5294,Pr2CdSn,0
5295,Li3Mn2(CoO4)2.1,0
5296,CeHg,0
5297,LaCd2,0
5298,SmTmZn2,0
5299,ThAl3,0
5300,SnP3O9,0
5301,HfV2H4,0
5302,Cr4Cu3Te8,0
5303,Li6Fe3Co7O20.10,0
5304,ZrTiF6,0
5305,Ba7Ru4Br2O15.166,0
5306,HfCo3B2,0
5307,EuRbO2,0
5308,CeAsPd,0
5309,ScSbRu2,0
5310,Sr2YReO6.225,0
5311,EuCuSeF.129,0
5312,Al21Pt8,0
5313,YbBa2(CuO2)4.65,0
5314,EuKS2,0
5315,Ba5In4Bi5,0
5316,Cu7Hg6,0
5317,CsSn3,0
5318,Ta2N,0
5319,LiHg2Pd,0
5320,PmHgAu2,0
5321,Mn5O3F5,0
5322,Zr4AlNi2,0
5323,TaW3,0
5324,SmHg3,0
5325,Sr8Al7,0
5326,Hf5Pb,0
5327,CeB2C2,0
5328,SrTlHg2,0
5329,Ti3Pt5,0
5330,Cd13I28,0
5331,Mn2AlO4,0
5332,CaAl8Co2,0
5333,UVC2,0
5334,ScV2Ga4,0
5335,Ho2Pd2Pb,0
5336,AuBrO2,0
5337,Pr2HgPb,0
5338,ZrGe2,0
5339,Sr7Bi23O40,0
5340,YbAl2Si2,0
5341,Tm2ZnAg,0
5342,SrGa2Au2,0
5343,ThRh2,0
5344,Sr3Al2Sn2,0
5345,CdAuO2,0
5346,Li3Mn(NiO3)2.12,0
5347,VIr,0
5348,Cr3N2,0
5349,TbHg2,0
5350,MgMnO3,0
5351,Y4AsSe3,0
5352,Li2TiMn3O8.166,0
5353,LiTi11O20,0
5354,Li2CrCuO4.74,0
5355,UGaNi,0
5356,Sm4Al23Ni6,0
5357,TmScHg2,0
5358,Li2Ni5(PO4)4.2,0
5359,Tb3La,0
5360,Sr3Sb2,0
5361,KMo6S7,0
5362,Th3B2C3,0
5363,TaBe2,0
5364,Ti2Be17,0
5365,Tm2AlOs,0
5366,HfB4Ir3,0
5367,Dy3InC,0
5368,BaTi4O7,0
5369,LiCo(CO3)2.12,0
5370,La2Ge5Ir3,0
5371,V6AgO15,0
5372,Li3Fe2SbO6.12,0
5373,Pr2Co12P7,0
5374,Hf4Co4Si7,0
5375,Cr2CuTe4,0
5376,PrCo4B,0
5377,SmSi2Ag2,0
5378,YbLiF4,0
5379,UCu2P2,0
5380,ScBIr3,0
5381,Ho3GaC,0
5382,Mn2Tl2O7,0
5383,YbTlSe2,0
5384,Rb28Mg9In51,0
5385,Sr2MgIrO6.225,0
5386,ScPPt,0
5387,Mg23Al30,0
5388,AlCu3,0
5389,Y2CuO4,0
5390,Sc3Mn2Ga6,0
5391,HoNi2B2,0
5392,MgSn4O8,0
5393,YMgCu4,0
5394,Bi2B3O9,0
5395,SrMnGe,0
5396,SmErMg2,0
5397,Li3Mn3NiO8.12,0
5398,In2Co,0
5399,LiBePt2,0
5400,PrAgAs2,0
5401,La2Fe2I,0
5402,Lu3BC3,0
5403,Cu9Se4(Cl3O7)2.12,0
5404,TiSe,0
5405,Nd5Ge3,0
5406,Pt3PbC,0
5407,Ba2SmCu3O7.47,0
5408,Li3Cr3(CuO6)2.14,0
5409,Nb3Os,0
5410,RePO5,0
5411,ScGa2,0
5412,LuScZn2,0
5413,Nd4Mg3Co2,0
5414,CeHSe,0
5415,U2Co21B6,0
5416,U2MnN3,0
5417,NdRh,0
5418,Li6Fe9CoO20.6,0
5419,HfTiF6,0
5420,YWO3,0
5421,Sc11Al2Ge8,0
5422,CsGa7,0
5423,TiAuCl,0
5424,Li13Ti22O48,0
5425,ThFe2Ge2,0
5426,Sr8Co8O23,0
5427,Sr3Co2S2O5.139,0
5428,YAs,0
5429,Tm2ZnHg,0
5430,Dy2C,0
5431,HfB,0
5432,DyZrRu2,0
5433,Pt3Pb,0
5434,Mg2Ga,0
5435,ZnAgF5,0
5436,LiCoS2,0
5437,Ca11Bi10,0
5438,Ce9SmO20,0
5439,Y2ReB6,0
5440,Ca4Al3O10,0
5441,Li3V4NiO12.5,0
5442,Zr7P4,0
5443,LaPd3S4,0
5444,LiTi3O6,0
5445,YSn3,0
5446,MnNi,0
5447,Th2Fe7,0
5448,Mn3O2F6,0
5449,Tl3Pb,0
5450,ErBPd3,0
5451,Nd2Fe14B,0
5452,DyMn2,0
5453,Mn7O7F,0
5454,Y4CuTe8,0
5455,AsSeBr,0
5456,SrIn4Pt,0
5457,Mg2Cu,0
5458,NdP2Ru2,0
5459,Y2Mo2O7,0
5460,Li9Fe3(WO4)7.160,0
5461,LiHfPd2,0
5462,EuNaO2,0
5463,YTmCu2,0
5464,BeAlB,0
5465,HgRhO3,0
5466,CoW2O8,0
5467,In3Pd5,0
5468,Ca3SbN,0
5469,EuCo8P5,0
5470,NaCd2Au,0
5471,RbSbO3,0
5472,CaSi2Pd2,0
5473,CsMo3O9,0
5474,Hf3Zn3N,0
5475,ErNi4B,0
5476,PrMgAg2,0
5477,CeSiIr,0
5478,Ce3In3Ru2,0
5479,CsUCuS3.63,0
5480,Hf5Sb9,0
5481,CeNbO4,0
5482,TmNi2Ge2,0
5483,LiAl2Rh,0
5484,LiCaO3,0
5485,Ni4Bi9O18,0
5486,Mg2TiIrO6.14,0
5487,Al2CrS4,0
5488,Ba2CaReO6.87,0
5489,TbZn2,0
5490,PrMgGa,0
5491,TbZrSb,0
5492,TmTl,0
5493,RbUAgS3.63,0
5494,SrIn8Rh2,0
5495,Li8TiNi7O16.1,0
5496,DySnRu2,0
5497,CaPd3C,0
5498,Ti2ReRh,0
5499,EuCd11,0
5500,Li3Fe(CoO2)4.2,0
5501,LiCa2Ge3,0
5502,Pr7Mn8O24,0
5503,Zr5Sn3,0
5504,Li8BiS6,0
5505,Tb3ReO7,0
5506,Zr4Co4Ge7,0
5507,ZrCrSi2,0
5508,MnSnRu2,0
5509,SiAu3,0
5510,Ba2DyCu3O7.47,0
5511,ScIr,0
5512,SrRu2O6,0
5513,ThMn4(CuO4)3.204,0
5514,HoSi2Ru2,0
5515,Li5Co2Ni3O10.10,0
5516,PrGe5,0
5517,Na3Mn2(GeO4)3.230,0
5518,Cu2Sb,0
5519,SmSi2Ni2,0
5520,TlW3O9,0
5521,NbHg3F6,0
5522,Cs2CrCl4,0
5523,YbPmPt2,0
5524,Na2Cl,0
5525,Li2DyIn,0
5526,Hf2OsPd,0
5527,Mn2Cu(PO4)3.167,0
5528,EuAgSb,0
5529,LiInSn,0
5530,Mg2SiPt,0
5531,TmSnRu2,0
5532,BaSn4O8,0
5533,CoN,0
5534,Hf5Sb3,0
5535,Er4NiB13,0
5536,NdBi,0
5537,U3Nb,0
5538,SmCo2Si2,0
5539,UCo4Sn,0
5540,ZnGaRh2,0
5541,Li17Nb20O60,0
5542,Mg2TcO4,0
5543,PrSmO2,0
5544,Sc2MnC,0
5545,BaPd2O4,0
5546,Mg3Ga7Co2,0
5547,Ba5Sb3,0
5548,CrNi3,0
5549,Lu7Te2Pd2,0
5550,ZnCu2O4,0
5551,LaH2,0
5552,Te2W2SeS.156,0
5553,Ce3AlC,0
5554,Nd2BC,0
5555,Li6Mn5CoO12.2,0
5556,MnGaPt,0
5557,Ba14Na8CaN6.176,0
5558,ErAlGe,0
5559,Na11Ti20O40,0
5560,MgAgAs,0
5561,Tb6PbSe10,0
5562,CeLu3,0
5563,Ta2Nb3O12,0
5564,GdPbAu,0
5565,KHg,0
5566,Sc5NCl8,0
5567,TbBRh3,0
5568,Lu5Si10Ir4,0
5569,EuCd2Sb2,0
5570,NdMgNi4,0
5571,V3CuO8,0
5572,InMo3Se3,0
5573,CaInPt,0
5574,Cr2HO4,0
5575,Li5La3Nb14O42.12,0
5576,HoCu2O4,0
5577,FeCoAs,0
5578,HfAs2,0
5579,LiHf2Ir,0
5580,Yb16S29,0
5581,Nb3VS6,0
5582,CaAl2Zn2,0
5583,NdErZn2,0
5584,Gd2Zn17,0
5585,HoInPt,0
5586,TiCoGe,0
5587,CeCoGeH.129,0
5588,YMgAl,0
5589,LiTmSn,0
5590,Ti2RePd,0
5591,Na8NbO6,0
5592,Si2NiP3,0
5593,LiNi2(PO4)3.15,0
5594,Sc3PbC,0
5595,CeCd2Ag,0
5596,Hf2Tl,0
5597,Na10Ga6Sn3,0
5598,YCoO3,0
5599,Ta3B4,0
5600,LiTm2Rh,0
5601,CeGaO3,0
5602,PmMgRh2,0
5603,YCdPt2,0
5604,LaIn5Ir,0
5605,Sr2Co2O5,0
5606,KTa3CuO9.53,0
5607,SrRhF6,0
5608,Al2Cr2O7,0
5609,EuGe3Pt,0
5610,NdO2,0
5611,CrIrO6,0
5612,YRe4Si2,0
5613,Pr3Cd,0
5614,NdPt,0
5615,TmLuPd2,0
5616,Ti2NiSe4,0
5617,LaReB,0
5618,Cr3P,0
5619,Pd3Pb2S2,0
5620,Mn3PtN,0
5621,Cs3V2Cl9,0
5622,Ce3Pd5,0
5623,TmThRu2,0
5624,NdAl8Co2,0
5625,Li7Ti16O32,0
5626,YbSiCu,0
5627,Tb2SbO2,0
5628,Li2Co4O7F.8,0
5629,LiHoAu2,0
5630,BeGaO3,0
5631,NiCO4,0
5632,Dy4Sb3,0
5633,NaFe2O3,0
5634,Lu2AgAu,0
5635,Co2O3,0
5636,HfAsRh,0
5637,Zr5Al3,0
5638,Li4Mn5NbO12.12,0
5639,Si4Cu15,0
5640,Sm2TlHg,0
5641,PrBi2O6,0
5642,NdTlAg2,0
5643,Zr6Al2Ni,0
5644,Lu2Fe2Si2C.12,0
5645,Ca2TlCd,0
5646,VCo,0
5647,CsVP2S7.5,0
5648,Li2InAg,0
5649,Rb2SCl6F.225,0
5650,LiNi4O8,0
5651,CeP2Pt4,0
5652,YbCdHg2,0
5653,MnGeRh2,0
5654,HgOsPb2,0
5655,CeSi2Pd2,0
5656,Sc2CuRu,0
5657,Sr5Cd2Sb5F.63,0
5658,Li4Fe7(OF7)2.1,0
5659,SmB2Os2,0
5660,Cr2P3O11,0
5661,Ho4C7,0
5662,Ce2Cu(NO)2.139,0
5663,La20Cu9O40,0
5664,KUCuSe3.63,0
5665,BaIn2Ir,0
5666,PmLi2Al,0
5667,Gd3Al7Ag2,0
5668,Li3Cr(NiO2)4.12,0
5669,InAu3,0
5670,Yb3Sn13Rh4,0
5671,CoGe,0
5672,ErRe2O8,0
5673,Gd2Zn6Ge3,0
5674,ErLu3,0
5675,SrSnP,0
5676,CsRbP,0
5677,Tb3Ni13B2,0
5678,Ta2MoOs,0
5679,Rb2Na2IrO4.14,0
5680,SrIn2Rh,0
5681,CeAlO3,0
5682,SnPt3C,0
5683,NdNiC2,0
5684,YNi2P2,0
5685,PmLi2Ge,0
5686,Zr2Ni12P7,0
5687,ErCr2Si2,0
5688,La4Co3O10,0
5689,Sr3ScNiO6.167,0
5690,Ni3SnN,0
5691,ScZnPt2,0
5692,Li3Mn4O8,0
5693,EuClO,0
5694,Mn2VSi,0
5695,Eu2TeO2,0
5696,Sb4Pb4S11,0
5697,In3Sb,0
5698,LiCu5P3O13.2,0
5699,Y3Fe29,0
5700,VIr3,0
5701,MgSi7Ir3,0
5702,CeAsSe,0
5703,Li4Mn5Nb3O16.1,0
5704,Cr2NiS4,0
5705,Ca5Sb3,0
5706,GaTc2W,0
5707,Cr2CuS4,0
5708,Nd3In,0
5709,LiMn(PO4)2.14,0
5710,CeSi2Ni,0
5711,VPt2,0
5712,LaCdAg2,0
5713,EuScO3,0
5714,GdNiO3,0
5715,Cu18S11,0
5716,Li4MgNi3O8.166,0
5717,SmAs2Au,0
5718,YFe2Si2,0
5719,Ba3YIr2O9.194,0
5720,YbCuGe,0
5721,YbDyPd2,0
5722,DyB2Rh2C.139,0
5723,Zr3Si6Cu4,0
5724,MnSb3(PO4)6.146,0
5725,Ca2ZnRh,0
5726,Gd3Co11B4,0
5727,SmAlCu,0
5728,ErSnAu,0
5729,Li5Fe6(BO3)6.8,0
5730,Li4Fe2Cu3O10.2,0
5731,BRh2,0
5732,ScBPd3,0
5733,CrFeP,0
5734,ScAg,0
5735,Hf5Sn3,0
5736,MgCr,0
5737,SmCu2O4,0
5738,Sr5Sn3,0
5739,Rb3Cu8S6,0
5740,Ca3PbN,0
5741,AlCu7O12,0
5742,Co3Se4,0
5743,CeMgNi4,0
5744,NaC,0
5745,LiErAu2,0
5746,Sc3C4,0
5747,TiFe2,0
5748,Ce2ZnNi2,0
5749,Li6FeNi9O20.2,0
5750,Li2Ti3FeO8.166,0
5751,MnNiP,0
5752,NbSiIr,0
5753,NdGa2Ni,0
5754,TbMn5Ge3,0
5755,CsGdO3,0
5756,Ce3B2(ClO2)3.176,0
5757,ThFe2Si2,0
5758,KLi(WO3)3.9,0
5759,ZrInCu2,0
5760,GdZn,0
5761,Zn3Cd,0
5762,Dy3Ga,0
5763,MgCo2S4,0
5764,CeSiOs,0
5765,Li3Co3SbO8.2,0
5766,Na9W16O48,0
5767,Co7Mo6,0
5768,TcB,0
5769,Mg3Ni20P6,0
5770,Li2GaPd,0
5771,H2Se,0
5772,Li4V5Cu3O16.8,0
5773,CeMn2Ge2,0
5774,EuZn2Si2,0
5775,Sc7CI12,0
5776,NdTiGe,0
5777,V3H4O8,0
5778,SmNi2Sn2,0
5779,MgMnRh2,0
5780,Ca2Co9O13,0
5781,CaAgF5,0
5782,Mn3PdN,0
5783,Si2Pd9,0
5784,Pr27Se40,0
5785,Tb10B7C10,0
5786,TbRh2,0
5787,ThFe2SiC.63,0
5788,Ba3CaIr2O9.164,0
5789,Dy2MgIn,0
5790,Li2Ni3TeO8.186,0
5791,LiAgF3,0
5792,VTe2,0
5793,ErAl9(Fe2Si3)2.137,0
5794,Ti5Zn4(TeO6)3.15,0
5795,NdZn2Ag,0
5796,HoZnRh2,0
5797,BaPt5,0
5798,Li8PO3,0
5799,UGa3Ni,0
5800,ZrCd,0
5801,Pm2CuGe,0
5802,LiMn9Se10,0
5803,Pr4Sb3,0
5804,Pr9Sb5O5,0
5805,Al9Co2,0
5806,Ta2TlO6,0
5807,LiCuPO4.15,0
5808,LiTaRh2,0
5809,Ca11Ga7,0
5810,Zn2WN2,0
5811,ErTlPd,0
5812,RbBr3,0
5813,LuAlAg2,0
5814,CsNi2F6,0
5815,Pm2LiIr,0
5816,CrCo2Bi,0
5817,DyNiGe2,0
5818,CaPb,0
5819,PrB2Ru2,0
5820,La10Mn9O30,0
5821,BaZn(MoO2)4.162,0
5822,BaGe3Pt,0
5823,CaGaAu3,0
5824,Er5NiPb3,0
5825,TaTiFe2,0
5826,LiCu2(CO3)2.1,0
5827,TbTe,0
5828,Mg32Al36Ag13,0
5829,SrLi2Sn,0
5830,CaAu5,0
5831,U2Cl5O2,0
5832,Gd3ReO7,0
5833,HoAlB14,0
5834,Nb2Cr4Si5,0
5835,LaNi12B6,0
5836,MgSbPt,0
5837,Li3Ti2(PO4)3.12,0
5838,Mg2Zr14O5,0
5839,MnGaNi2,0
5840,AlNi2S4,0
5841,SmInAu,0
5842,Li2FeWO6.146,0
5843,Li2Fe3CoO8.4,0
5844,Ca3Zr17O37,0
5845,HfAlPd2,0
5846,Ce3TaO7,0
5847,Li4Ni3BiO8.166,0
5848,KAgO,0
5849,Li5Mn6(BO3)6.8,0
5850,Ni4P3O12,0
5851,YTi4(CuO4)3.204,0
5852,Cu9S5,0
5853,Eu2Ge(BO4)2.60,0
5854,SrN2,0
5855,CrFe2Se4,0
5856,TiAsRh,0
5857,BaCaSn3,0
5858,CaCo2Ge2,0
5859,KH(CN2)3.2,0
5860,TmMnO3,0
5861,PrNiGe2,0
5862,Yb2Zn3Ge3,0
5863,SmPbAu,0
5864,K2RuCl6,0
5865,LuSi2Os2,0
5866,Yb14Ti10O41,0
5867,Ba2CaOsO6.225,0
5868,Cu2PHO5.58,0
5869,ZrSb,0
5870,LiCuO2,0
5871,Te4MoW3S4.156,0
5872,EuIn2As2,0
5873,NiAsO3,0
5874,LaMg3,0
5875,CePrO2,0
5876,LuU2S3O2.139,0
5877,Ti9O8,0
5878,LiSiPd2,0
5879,LuSi2Ni,0
5880,Zr3Al2,0
5881,VP4,0
5882,Sm2TlZn,0
5883,DyAgGe,0
5884,MgZn2,0
5885,GdSe2,0
5886,Li4NbNi3O8.166,0
5887,BiPd,0
5888,MnGePd,0
5889,ThBi2,0
5890,Yb2BaO4,0
5891,KBi2,0
5892,Ti10O11,0
5893,UCr4C4,0
5894,Rb6O,0
5895,KTi5Se8,0
5896,RbIn4,0
5897,Rb15Hg16,0
5898,CrFe2Sb,0
5899,Fe9Co7,0
5900,TeWCl9,0
5901,LuAu,0
5902,CeAl2Pt3,0
5903,Ce2S2O,0
5904,Yb2SmS4,0
5905,MnS,0
5906,UGa5Ir,0
5907,DyCd2,0
5908,ZrGaPt,0
5909,CoOF,0
5910,Ti2MnFe,0
5911,KScO3,0
5912,Er6MnBi2,0
5913,YbSnRh,0
5914,Ca2MnAlO5.46,0
5915,UGa2,0
5916,Li7Ca8Nb12O40.1,0
5917,Li4Mn5Ni3O16.8,0
5918,Rb2CrF6,0
5919,BaTl(MoO3)2.8,0
5920,Ta2TiN3,0
5921,UB4H16,0
5922,FeOF,0
5923,Al2Cu,0
5924,BaMn4O7,0
5925,Y4C7,0
5926,NiN,0
5927,Li4Mn(WO4)3.1,0
5928,Rb5W18O54,0
5929,Er2MnC4,0
5930,Mn2GeS4,0
5931,NdGaO3,0
5932,Zr2Al,0
5933,Ca2Sn2F3,0
5934,CaNi4O6,0
5935,Ca3Au,0
5936,EuCl3O12,0
5937,Nd2WC2,0
5938,Na3UF7,0
5939,Tb2In16Pt7,0
5940,HfV2Ga4,0
5941,TbSe2,0
5942,YTi2Ga4,0
5943,ReTe2Cl12,0
5944,HoGeAu,0
5945,Mn3SbO8,0
5946,La8Mn7O24,0
5947,VNi2,0
5948,Ta2PtSe7,0
5949,LaBiAu2,0
5950,BaTh3,0
5951,PrP,0
5952,Tm5Ti5O17,0
5953,Nd2Ni7P4,0
5954,LiY2Ru,0
5955,U2AlCo2,0
5956,NdIn5Rh,0
5957,Li3Co4TeO8.12,0
5958,Li3Mn2(PO4)3.12,0
5959,ThAsSe,0
5960,V3CrO10,0
5961,YbSmRh2,0
5962,RbVP2S7.5,0
5963,Yb2MgSe4,0
5964,NdAl7Au3,0
5965,Ta4AlC3,0
5966,Li3Cu4O4,0
5967,NbCl4O2,0
5968,TbYHg2,0
5969,ZrAlPt,0
5970,Sr10Al4Si6O.71,0
5971,Li4Mn5Cu3O16.8,0
5972,EuBi3,0
5973,Mn2AlB2,0
5974,Li4Co5SbO12.12,0
5975,BaLi4,0
5976,CaGe2Rh2,0
5977,Ti5B12O26,0
5978,TmCo2Si2,0
5979,MnSb2O6,0
5980,TlCu6S4,0
5981,Cu4As2O9,0
5982,CuClO2,0
5983,U6Co,0
5984,Yb4Sb3,0
5985,Ti5ZnO7,0
5986,LuScRu2,0
5987,TlTe,0
5988,NaTl,0
5989,Li12Fe5O16,0
5990,TiHgO3,0
5991,TlFeI3,0
5992,Li3Mn4(PO4)6.2,0
5993,TbCl,0
5994,Nd2ZnGa,0
5995,Sr6Nb7O21,0
5996,V4ZnO8,0
5997,Al6Tc,0
5998,Cs2SCl6F.225,0
5999,Ce3NbS3O4.55,0
6000,NbHO3,0
6001,YbTbRh2,0
6002,EuSeClO3.62,0
6003,EuNiGe3,0
6004,Eu2PBr,0
6005,CaCdSi,0
6006,InHgW2,0
6007,Li4Ni2(PO4)3.2,0
6008,SmHoHg2,0
6009,PrAl3Ni2,0
6010,Bi4I,0
6011,HPbI3,0
6012,Ti4NiBi2,0
6013,Zr2Se,0
6014,SnB,0
6015,InAg3,0
6016,Tm2MgRu,0
6017,KLu,0
6018,Nb6Co7,0
6019,Li2MgHg,0
6020,LiFe2(PO4)3.1,0
6021,Cu2OF2,0
6022,Tl2Mo7O22,0
6023,Li6FeO5F.1,0
6024,YSi2,0
6025,SmMg3,0
6026,HfTc,0
6027,Na2V6O13,0
6028,NdNi2Sn2,0
6029,Dy2CdPd2,0
6030,CeOs2,0
6031,ScRh3C,0
6032,Re5Ni2As12,0
6033,P2H4RhO9.5,0
6034,LiLu2Ga,0
6035,ZrTi2O,0
6036,MnB2W2,0
6037,CeCdAu2,0
6038,ZrAlW,0
6039,CaIrO3,0
6040,CeSi2Au2,0
6041,Pr4MgRu,0
6042,MnNbO4,0
6043,NaCdO3,0
6044,ThAl8Fe4,0
6045,Lu2TlAg,0
6046,PrSbPt,0
6047,Mn3Cr3(CoO8)2.8,0
6048,LiScHg2,0
6049,Cu3P4O14,0
6050,Ni2Mo4C,0
6051,SmNiAs,0
6052,Pm2NiRh,0
6053,Sr2YBi2O7.46,0
6054,La16Mn15O48,0
6055,CrCoGe,0
6056,NaCeS2,0
6057,YSiNi,0
6058,ZrPd2,0
6059,GeW6O18,0
6060,NdBRh3,0
6061,Ta4N5,0
6062,Li4Co3CuO8.166,0
6063,Mg5Tl2,0
6064,LaGa3Pd2,0
6065,Co7Re17O48,0
6066,Sm3Sc,0
6067,Al7C3N3,0
6068,NdScGe,0
6069,Mg3Ru2,0
6070,GdZnIn,0
6071,Mg2V9O13,0
6072,TiBr2,0
6073,CuMoO4,0
6074,Li4Ti5Cr3O16.8,0
6075,CaIn2Ir,0
6076,HfC,0
6077,YbSi2Rh2,0
6078,BaAg2,0
6079,Pr5Si4,0
6080,Zr5SiSb3,0
6081,CsTiF4,0
6082,ScCoGe2,0
6083,Mg3Tl,0
6084,ErHg2,0
6085,LiMnCoO4.74,0
6086,Er3Al3NiGe2.189,0
6087,HfCu2P2,0
6088,LiMn4O8,0
6089,Hg3As,0
6090,YbAg2,0
6091,ZrB2,0
6092,PrZn,0
6093,YbNdAg2,0
6094,YbZnPt,0
6095,Tm2Ga10Os3,0
6096,CeMn2Si2,0
6097,LiGaPd2,0
6098,YbIn4Rh,0
6099,YbBaSn3,0
6100,Re2W3C,0
6101,Li8IrO6,0
6102,TiReN3,0
6103,SrZr2Nb,0
6104,Tl9SbSe6,0
6105,Ti20Sb9Se3,0
6106,Mn5As4,0
6107,EuTiClO3.12,0
6108,Dy7In(CoGe3)4.83,0
6109,Te2Mo3Se4,0
6110,CeSiI,0
6111,SmSiCu,0
6112,K8N3O,0
6113,La3Re2O10,0
6114,Sb2I2F11,0
6115,Tb2Li6O7,0
6116,BaSn3,0
6117,Y3Fe62B14,0
6118,Eu2C(NO)2.164,0
6119,KBiO3,0
6120,Tb11S16,0
6121,HoTh3,0
6122,Tm4In(NiGe2)2.12,0
6123,SrIn2,0
6124,Ca3TlN,0
6125,RbBi2,0
6126,Mg5As,0
6127,ZnCo2O4,0
6128,Rb2Mo9Se10,0
6129,MgNiSb,0
6130,Lu2InHg,0
6131,Ca5Sn4S13,0
6132,KC60,0
6133,TiMn2Al,0
6134,SrUS2,0
6135,LuIr,0
6136,EuAlO3,0
6137,Sr2HoRuO6.14,0
6138,TlMo3Se3,0
6139,SiW3,0
6140,LaSn3Ru,0
6141,MgTi4O6,0
6142,LiIn2Rh,0
6143,TiC,0
6144,Er2SnAu2,0
6145,EuRhO3,0
6146,Li3Co2(GeO4)3.230,0
6147,NdCrGe3,0
6148,Fe6W6C,0
6149,SrCdSi,0
6150,MgPb3,0
6151,CuPO4F.2,0
6152,UCuP2,0
6153,Li2NdAs2,0
6154,Lu2CdIn,0
6155,HfInCu2,0
6156,Eu3BWO9.173,0
6157,Li2SnIr,0
6158,DyCo2Ge2,0
6159,PrB4,0
6160,AsPd3Pb2,0
6161,Zr3Ag,0
6162,ZrTe,0
6163,RbB5(H2O3)4.41,0
6164,Be22Re,0
6165,Li4Mn3Cr3O12.22,0
6166,V3SiNi2,0
6167,U2SnRh2,0
6168,Hf2Ni,0
6169,Mo5As4,0
6170,V3Re,0
6171,Yb2Ge2Ir,0
6172,TbBaMn2O6.51,0
6173,Cu2Hg2SF6.227,0
6174,UNiSn,0
6175,U2TeN2,0
6176,KCo2Se2,0
6177,KCoO2,0
6178,Na2UI6,0
6179,TbCo2,0
6180,Te4Mo(WS)2.187,0
6181,Mn2P,0
6182,YbMn2O5,0
6183,YbIr2,0
6184,CeH3O3,0
6185,PrErIn2,0
6186,YAl8Cu4,0
6187,Al2FeNi,0
6188,Tl3Si,0
6189,Na8Cu5O10,0
6190,Yb8Ge3Sb5,0
6191,K3Sn,0
6192,Li2V3CrO8.166,0
6193,Li3MnAs2,0
6194,Fe3Si,0
6195,Lu4C7,0
6196,MnSbRh2,0
6197,ZrInPd2,0
6198,Ba2BiSbO6.2,0
6199,ScTiO3,0
6200,ErB2Ir3,0
6201,Cu4H10SO12.7,0
